英雄ID	英雄名称	形象ID	品质	等级	默认武学ID；等级	性别（1：男；2：女）	气血	武力	内力	身法	防御	命中	闪避	暴击	抗暴	会心	武学释放概率	武学破坏力百分比	被攻击时化解概率	化解时减伤伤害	攻击时被化解概率	被化解时损失伤害	初始金刚	初始无序	初始反击	普通攻击效果	普通攻击帧频
101097	上忍	guai3	1	150	300002;3	2	2151	985	1536	1250	631	85	0	76	0	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101098	上忍	guai4	1	150	100003;3	1	2151	985	1536	1250	631	85	0	76	0	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101099	上忍	guai3	1	150	300002;3	2	2151	984	1536	1250	631	85	0	76	0	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101100	上忍	guai4	1	150	300002;3	1	2151	986	1536	1250	631	85	0	76	0	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101101	上忍	guai3	1	153	300002;4	2	2192	1004	1565	1273	643	86	0	77	0	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101102	上忍	guai4	1	153	300002;4	1	2192	1003	1565	1273	643	86	0	77	0	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101103	上忍	guai3	1	153	300003;4	2	2192	1004	1565	1273	643	86	0	77	0	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101104	上忍	guai4	1	153	100002;4	1	2192	1003	1565	1273	643	86	0	77	0	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101105	上忍	guai3	1	153	300003;4	2	2192	1004	1565	1273	643	86	0	77	0	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101106	上忍	guai4	1	155	200001;4	1	2219	1017	1585	1289	651	87	0	78	0	78	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101107	上忍	guai3	1	155	300002;4	2	2219	1016	1585	1289	651	87	0	78	0	78	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101108	上忍	guai4	1	155	300002;4	1	2219	1015	1585	1289	651	87	0	78	0	78	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101109	上忍	guai3	1	160	300002;4	2	2288	1047	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101110	上忍	guai4	1	160	300000;4	1	2288	1047	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101111	上忍	guai3	1	160	300002;4	2	2288	1047	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101112	上忍	guai4	1	160	200001;4	1	2288	1046	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101113	上忍	guai3	1	160	200001;4	2	2288	1046	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101114	上忍	guai4	1	160	300002;4	1	2288	1047	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101115	上忍	guai3	1	160	200002;4	2	2288	1047	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101116	上忍	guai4	1	160	200001;4	1	2288	1048	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101117	上忍	guai3	1	160	200001;4	2	2288	1047	1634	1328	671	90	0	81	0	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101118	上忍	guai4	1	163	200001;4	1	2329	1067	1663	1351	683	91	0	82	0	82	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101119	上忍	guai3	1	163	200001;4	2	2329	1066	1663	1351	683	91	0	82	0	82	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101120	上忍	guai4	1	163	200001;4	1	2329	1066	1663	1351	683	91	0	82	0	82	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101121	上忍	guai3	1	165	300002;4	2	2356	1077	1682	1366	691	92	0	83	0	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101122	上忍	guai4	1	165	100003;4	1	2356	1077	1682	1366	691	92	0	83	0	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101123	上忍	guai3	1	165	300002;4	2	2356	1077	1682	1366	691	92	0	83	0	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101124	上忍	guai4	1	165	300002;4	1	2356	1078	1682	1366	691	92	0	83	0	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101125	上忍	guai3	1	165	300000;4	2	2356	1079	1682	1366	691	92	0	83	0	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101126	上忍	guai4	1	165	300000;4	1	2356	1079	1682	1366	691	92	0	83	0	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101127	上忍	guai3	1	168	100003;4	2	2397	1096	1712	1390	702	94	0	85	0	85	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101128	上忍	guai4	1	170	200000;4	1	2425	1110	1731	1405	710	95	0	86	0	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101129	上忍	guai3	1	170	100003;4	2	2425	1108	1731	1405	710	95	0	86	0	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101130	上忍	guai4	1	170	200000;4	1	2425	1110	1731	1405	710	95	0	86	0	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101131	上忍	guai3	1	173	100003;4	2	2466	1128	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101132	上忍	guai4	1	173	200000;4	1	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101133	上忍	guai3	1	173	200000;4	2	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101134	上忍	guai4	1	173	200003;4	1	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101135	上忍	guai3	1	173	200003;4	2	2466	1129	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101136	上忍	guai4	1	173	200003;4	1	2466	1128	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101137	上忍	guai3	1	173	100003;4	2	2466	1129	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101138	上忍	guai4	1	173	100001;4	1	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101139	上忍	guai3	1	173	100003;4	2	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101140	上忍	guai4	1	173	100003;4	1	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101141	上忍	guai3	1	173	100003;4	2	2466	1127	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101142	上忍	guai4	1	173	200000;4	1	2466	1129	1761	1429	722	96	0	87	0	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101143	上忍	guai3	1	175	100003;4	2	2493	1141	1780	1444	730	97	0	88	0	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101144	上忍	guai4	1	175	200000;4	1	2493	1141	1780	1444	730	97	0	88	0	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101145	上忍	guai3	1	175	100003;4	2	2493	1139	1780	1444	730	97	0	88	0	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101146	上忍	guai4	1	178	100003;4	1	5064	2316	1809	1468	1484	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101147	上忍	guai3	1	178	100003;4	2	2534	1159	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101148	上忍	guai4	1	178	100003;4	1	2534	1158	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101149	上忍	guai3	1	178	300002;4	2	2534	1158	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101150	上忍	guai4	1	178	100003;4	1	2534	1160	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101151	上忍	guai3	1	178	200001;4	2	2534	1159	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101152	上忍	guai4	1	178	200001;4	1	2534	1160	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101153	上忍	guai3	1	178	200001;4	2	2534	1158	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101154	上忍	guai4	1	178	300001;4	1	2534	1160	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101155	上忍	guai3	1	178	300000;4	2	2534	1158	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101156	上忍	guai4	1	178	300000;4	1	2534	1158	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101157	上忍	guai3	1	178	300002;4	2	2534	1160	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101158	上忍	guai4	1	178	300002;4	1	2534	1159	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101159	上忍	guai3	1	178	300002;4	2	2534	1158	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101160	上忍	guai4	1	178	300000;4	1	5068	2320	1809	1468	1484	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101161	上忍	guai3	1	178	300001;4	2	2534	1160	1809	1468	742	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101162	上忍	guai4	1	178	300001;4	1	5068	2316	1809	1468	1448	99	0	90	0	90	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101163	下忍	guai5	1	28	210008;1	2	670	307	435	410	229	31	15	31	15	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101164	下忍	guai2	1	33	210005;1	1	781	361	513	473	264	34	17	34	17	34	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101165	下忍	guai5	1	35	210002;1	2	826	382	544	499	278	36	18	36	18	36	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101166	中忍	guai1	1	43	210009;1	1	1013	470	677	605	337	42	21	42	21	42	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101167	中忍	guai6	1	45	210005;1	2	1061	494	711	632	352	43	21	43	21	43	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101168	中忍	guai1	1	48	210009;1	1	1134	531	764	674	375	46	23	46	23	46	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101169	中忍	guai6	1	50	210004;1	2	1183	555	800	702	391	47	23	47	23	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101170	中忍	guai1	1	53	210001;2	1	1250	585	846	739	412	49	24	49	24	49	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101171	中忍	guai6	1	53	210001;2	2	1250	585	846	739	412	49	24	49	24	49	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101172	中忍	guai1	1	55	210000;2	1	1292	606	874	763	425	51	25	51	25	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101173	中忍	guai6	1	60	210006;2	2	1396	652	945	821	458	55	27	55	27	55	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101174	中忍	guai1	1	60	210000;2	1	1396	654	945	821	458	55	27	55	27	55	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101175	中忍	guai6	1	63	210003;2	2	1459	683	988	856	478	57	28	57	28	57	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101176	中忍	guai1	1	65	210001;2	1	1501	701	1016	879	491	58	29	58	29	58	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101177	中忍	guai6	1	68	210009;2	2	1564	729	1059	914	511	61	30	61	30	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101178	中忍	guai1	1	70	210010;2	1	1606	748	1087	937	524	62	31	62	31	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101179	中忍	guai6	1	70	210006;2	2	1606	750	1087	937	524	62	31	62	31	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101180	中忍	guai1	1	73	210011;2	1	1669	779	1130	972	543	64	32	64	32	64	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101181	中忍	guai6	1	70	210004;2	2	1606	750	1087	937	524	62	31	62	31	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101182	中忍	guai1	1	75	210009;2	1	1711	798	1158	996	557	66	33	66	33	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101183	中忍	guai6	1	75	210007;2	2	1711	798	1158	996	557	66	33	66	33	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101184	中忍	guai1	1	73	210007;2	1	1669	777	1130	972	543	64	32	64	32	64	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101185	中忍	guai6	1	80	210008;2	2	1815	844	1229	1054	590	70	35	70	35	70	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101186	中忍	guai1	1	83	210008;2	1	1878	873	1271	1089	609	72	36	72	36	72	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101187	中忍	guai6	1	85	210011;2	2	1920	893	1300	1112	622	73	36	73	36	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101188	中忍	guai1	1	83	210007;2	1	1878	875	1271	1089	609	72	36	72	36	72	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101189	中忍	guai6	1	85	210002;2	2	1920	892	1300	1112	622	73	36	73	36	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101190	中忍	guai1	1	88	210004;2	1	1983	921	1342	1147	642	76	38	76	38	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101191	中忍	guai6	1	90	210004;2	2	2025	942	1371	1171	655	77	38	77	38	77	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101192	中忍	guai1	1	93	210009;2	1	2088	969	1413	1206	675	79	39	79	39	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101193	中忍	guai6	1	93	210008;2	2	2088	970	1413	1206	675	79	39	79	39	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101194	中忍	guai1	1	93	210006;2	1	2088	971	1413	1206	675	79	39	79	39	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101195	中忍	guai6	1	95	210002;2	2	2129	988	1441	1229	688	81	40	81	40	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101196	中忍	guai1	1	95	210005;2	1	2129	990	1441	1229	688	81	40	81	40	81	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101197	中忍	guai6	1	98	210001;2	2	2192	1019	1484	1264	708	83	41	83	41	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101198	中忍	guai1	1	98	210010;2	1	2192	1017	1484	1264	708	83	41	83	41	83	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101199	中忍	guai6	1	93	210006;2	2	2088	970	1413	1206	675	79	39	79	39	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101200	中忍	guai1	1	100	210010;2	1	2234	1037	1512	1287	721	85	42	85	42	85	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101201	中忍	guai6	1	100	210002;2	2	2234	1038	1512	1287	721	85	42	85	42	85	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101202	中忍	guai1	1	103	210004;3	1	2297	1067	1555	1322	741	87	43	87	43	87	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101203	中忍	guai6	1	105	210003;3	2	2339	1084	1583	1345	754	88	44	88	44	88	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101204	上忍	guai3	1	110	210001;3	1	2444	1133	1654	1404	787	92	46	92	46	92	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101205	上忍	guai4	1	113	210004;3	2	2506	1161	1697	1439	807	94	47	94	47	94	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101206	上忍	guai3	1	115	210005;3	1	2548	1180	1725	1462	820	96	48	96	48	96	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101207	上忍	guai4	1	118	210000;3	2	2611	1211	1768	1497	840	98	49	98	49	98	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101208	上忍	guai3	1	120	210005;3	1	2653	1229	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101209	上忍	guai4	1	120	210009;3	2	2653	1228	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101210	上忍	guai3	1	120	210001;3	1	2653	1229	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101211	上忍	guai4	1	120	210008;3	2	2653	1228	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101212	上忍	guai3	1	120	210009;3	1	2653	1229	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101213	上忍	guai4	1	120	210006;3	2	2653	1228	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101214	上忍	guai3	1	120	210000;3	1	2653	1228	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101215	上忍	guai4	1	120	210003;3	2	2653	1228	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101216	上忍	guai3	1	120	210011;3	1	2653	1230	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101217	上忍	guai4	1	120	210002;3	2	2653	1229	1796	1520	853	100	50	100	50	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101218	上忍	guai3	1	123	210004;3	1	2716	1257	1838	1555	873	102	51	102	51	102	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101219	上忍	guai4	1	123	210003;3	2	2716	1258	1838	1555	873	102	51	102	51	102	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101220	上忍	guai3	1	123	210002;3	1	2716	1257	1838	1555	873	102	51	102	51	102	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101221	上忍	guai4	1	125	210007;3	2	2758	1276	1867	1579	886	103	51	103	51	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101222	上忍	guai3	1	125	210005;3	1	2758	1276	1867	1579	886	103	51	103	51	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101223	上忍	guai4	1	125	210007;3	2	2758	1277	1867	1579	886	103	51	103	51	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101224	上忍	guai3	1	125	210007;3	1	2758	1278	1867	1579	886	103	51	103	51	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101225	上忍	guai4	1	130	210002;3	2	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101226	上忍	guai3	1	130	210004;3	1	2862	1325	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101227	上忍	guai4	1	130	210007;3	2	2862	1325	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101228	上忍	guai3	1	130	210011;3	1	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101229	上忍	guai4	1	130	210003;3	2	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101230	上忍	guai3	1	130	210008;3	1	2862	1325	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101231	上忍	guai4	1	130	210001;3	2	2862	1326	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101232	上忍	guai3	1	130	210000;3	1	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101233	上忍	guai4	1	130	210007;3	2	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101234	上忍	guai3	1	130	210007;3	1	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101235	上忍	guai4	1	130	210000;3	2	2862	1324	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101236	上忍	guai3	1	130	210011;3	1	2862	1326	1938	1637	919	107	53	107	53	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101237	上忍	guai4	1	133	210010;3	2	2925	1355	1980	1672	938	109	54	109	54	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101238	上忍	guai3	1	133	210007;3	1	2925	1355	1980	1672	938	109	54	109	54	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101239	上忍	guai4	1	133	210002;3	2	2925	1355	1980	1672	938	109	54	109	54	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101240	上忍	guai3	1	135	210002;3	1	2967	1372	2009	1695	952	111	55	111	55	111	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101241	上忍	guai4	1	135	210000;3	2	2967	1374	2009	1695	952	111	55	111	55	111	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101242	上忍	guai3	1	138	210011;3	1	3030	1401	2051	1730	971	113	56	113	56	113	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101243	上忍	guai4	1	140	210004;3	2	3072	1422	2079	1753	984	115	57	115	57	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101244	上忍	guai3	1	140	210002;3	1	3072	1420	2079	1753	984	115	57	115	57	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101245	上忍	guai4	1	140	210000;3	2	3072	1420	2079	1753	984	115	57	115	57	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101246	上忍	guai3	1	140	210000;3	1	3072	1420	2079	1753	984	115	57	115	57	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101247	上忍	guai4	1	140	210011;3	2	3072	1421	2079	1753	984	115	57	115	57	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101248	上忍	guai3	1	140	210004;3	1	3072	1422	2079	1753	984	115	57	115	57	115	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101249	上忍	guai4	1	143	210000;3	2	3135	1450	2122	1788	1004	117	58	117	58	117	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101250	上忍	guai3	1	143	210007;3	1	3135	1451	2122	1788	1004	117	58	117	58	117	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101251	上忍	guai4	1	143	210001;3	2	3135	1450	2122	1788	1004	117	58	117	58	117	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101252	上忍	guai3	1	145	210002;3	1	3177	1469	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101253	上忍	guai4	1	145	210011;3	2	3177	1468	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101254	上忍	guai3	1	145	210002;3	1	3177	1469	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101255	上忍	guai4	1	145	210002;3	2	3177	1468	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101256	上忍	guai3	1	145	210002;3	1	3177	1470	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101257	上忍	guai4	1	145	210000;3	2	3177	1470	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101258	上忍	guai3	1	145	210002;3	1	3177	1470	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101259	上忍	guai4	1	145	210009;3	2	3177	1470	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101260	上忍	guai3	1	145	210010;3	1	3177	1468	2150	1812	1017	118	59	118	59	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101261	上忍	guai4	1	148	210011;3	2	3239	1497	2193	1847	1037	121	60	121	60	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101262	上忍	guai3	1	150	210004;3	1	3281	1518	2221	1870	1050	122	61	122	61	122	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101263	上忍	guai4	1	150	210009;3	2	3281	1518	2221	1870	1050	122	61	122	61	122	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101264	上忍	guai3	1	150	210002;3	1	3281	1517	2221	1870	1050	122	61	122	61	122	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101265	上忍	guai4	1	150	210005;3	2	3281	1517	2221	1870	1050	122	61	122	61	122	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101266	上忍	guai3	1	150	210007;3	1	3281	1518	2221	1870	1050	122	61	122	61	122	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101267	上忍	guai4	1	150	210009;3	2	3281	1516	2221	1870	1050	122	61	122	61	122	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101268	上忍	guai3	1	153	210007;4	1	3344	1545	2264	1905	1070	124	62	124	62	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101269	上忍	guai4	1	153	210009;4	2	3344	1545	2264	1905	1070	124	62	124	62	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
